Week,Extranjero,Violencia contra la mujer,Aeropuerto,Pueblo Yaqui,Salud y Medicina,Hospitales,Proyectos de infraestructura,Vacunación,Justicia penal,Contexto histórico,Problemas sociales,Pandemia Covid-19,Tren Maya,Petróleo y minería,Comisión de Electricidad,Redes Sociales,Inflación
2018-49,3.592169e-05,0.097469464,0.046468753,0.012362245,5.1014762e-05,0.38766947,0.033771735,0.056075152,2.3058108e-05,0.013608196,0.022957427,1.8705729e-05,4.6185658e-05,0.014473515,0.23325498,2.0120007e-05,0.081694104
2018-50,0.00018840794,0.22985218,0.000429518,0.07268004,0.00026757055,0.0004164916,0.00013458855,0.034112927,0.00012093893,0.00014118494,0.28677303,9.811085e-05,0.28424373,0.060036734,0.00026414357,0.0001055287,0.030134857
2018-51,0.00044549885,0.095732726,0.0010155787,0.0002602239,0.00063268223,0.0009847954,0.895713,0.00075548183,0.0002859654,0.000333838,0.00050135574,0.00023198742,0.0005727921,0.0005867948,0.00062457914,0.00024952722,0.0010732654
2018-52,9.311901e-05,0.098378,0.047876097,5.4392487e-05,0.00013224444,0.025605256,0.033444352,0.6408577,0.0067715957,6.9779446e-05,0.04848958,4.849045e-05,0.025871767,0.00012265296,0.03515204,5.2156654e-05,0.03698078
2019-1,0.00054505764,0.5084929,0.1832451,0.00031837798,0.0007740723,0.19300772,0.00038936004,0.0009243152,0.00034987213,0.00040844313,0.10745977,0.0002838313,0.000700798,0.00071793003,0.00076415826,0.00030529086,0.0013130279
2019-2,0.00010050707,0.07415161,0.029953852,5.870799e-05,0.00014273672,0.038769495,0.6327084,0.057162844,0.028897403,0.020160416,0.03769781,0.032047205,0.00012922514,0.019615317,0.020737942,5.6294764e-05,0.007610239
2019-3,0.00045607617,0.18807034,0.0010396809,0.0002664023,0.0006477038,0.0343526,0.00032579643,0.0007734189,0.029868655,0.0003417642,0.00051325926,0.00023749542,0.00058639166,0.7405269,0.00063940824,0.00025545168,0.0010986115
2019-4,0.00018325177,0.042148992,0.021821039,0.00010704066,0.00026024797,0.05440009,0.71393996,0.00031076057,0.00011762919,0.00013732113,0.044877257,0.046174318,0.00023561264,0.00024137255,0.00025691476,0.00010264069,0.07468551
2019-5,0.00014412064,0.10163356,0.01136193,8.4183455e-05,0.57792044,0.05847634,0.03966978,0.0545108,9.2510934e-05,0.000107997905,0.00016219055,0.018889373,0.00018530048,0.03849591,0.0002020538,8.0723046e-05,0.097982846
2019-6,0.0001410139,0.05624682,0.00032148365,0.019479366,0.00020026315,0.059826408,0.04568815,0.06984854,0.025459532,0.03673156,0.6381683,7.343106e-05,0.00018130605,0.013851675,0.00019769823,7.898294e-05,0.033505477
2019-13,9.83046e-05,0.09813217,0.02761137,5.7421483e-05,0.015117365,0.0889941,0.11284642,0.10517388,6.310166e-05,0.020108143,0.028239682,5.1190775e-05,0.35984233,0.022140795,0.013518582,5.506114e-05,0.107950106
2019-15,0.011008025,0.0476082,0.023937957,6.845641e-05,0.021710342,0.082897276,8.3718696e-05,0.11118813,0.56976664,0.023462972,0.015491256,6.1028313e-05,0.012323446,0.052186247,0.00016430636,6.564247e-05,0.027976343
2019-17,0.00015320968,0.13953027,0.04580072,8.9492525e-05,0.022275,0.04055781,0.017950831,0.05916516,9.834518e-05,0.021323655,0.00017241918,7.9781836e-05,0.5151933,0.035966676,0.04786213,8.581388e-05,0.053695403
2019-22,0.3278089,0.038403794,0.023828894,5.3634438e-05,0.04847957,0.057421003,0.08889281,0.052769624,0.0078585865,0.04317132,0.02599896,0.02367761,0.07756075,0.018182375,0.00012873126,5.1429764e-05,0.16571206
2019-23,0.00060381915,0.051548097,0.0013765065,0.0003527016,0.0008575234,0.035445068,0.0004313361,0.0010239619,0.00038759108,0.0004524765,0.05536113,0.059821095,0.00077634945,0.076487094,0.0008465404,0.00033820362,0.71389055
2019-46,0.0030350995,0.009387094,0.006919076,0.0017728561,0.0043103453,0.006709177,0.0021681127,0.0051469454,0.0019482282,0.002274375,0.0034156416,0.7219737,0.0039023238,0.0039977217,0.0042551393,0.0016999819,0.21708418
2019-47,0.019486994,0.14590651,0.019591482,3.82915e-05,0.008242509,0.06982155,0.044576153,0.016323417,0.035423175,0.021911932,0.44706285,0.01630919,8.428537e-05,0.03153602,0.0029379958,3.6717505e-05,0.12071094
2019-48,0.019047955,0.15589227,0.39766636,8.849711e-06,0.046423834,0.0747585,0.06598598,0.036242366,0.008878475,0.021468978,0.019764807,7.889443e-06,0.022991974,0.020548215,0.01533767,0.0024870667,0.09248881
2019-49,3.870045e-05,0.1634768,0.026773782,2.2605627e-05,0.0043927347,0.08308324,0.04850473,0.054643545,0.005152711,0.025239253,0.025020808,2.015273e-05,0.01836211,0.4692252,5.4257136e-05,2.1676411e-05,0.075967684
2019-50,0.013603809,0.5597148,0.035782658,0.00774344,0.020469354,0.06900153,0.028358107,0.044289593,2.4568924e-05,0.04016544,4.307434e-05,1.9931365e-05,0.028185098,0.0486691,0.0051485826,0.0040382575,0.09474267
2019-51,0.0150947375,0.15118933,0.025032016,1.9803123e-05,4.8147333e-05,0.048498303,0.048050743,0.06394696,0.019615008,0.02101178,0.026403885,0.022441909,0.03403941,0.02529025,0.012213128,1.8989105e-05,0.48708555
2019-52,9.4008356e-05,0.10160919,0.060016323,5.4911972e-05,0.00013350749,0.06268178,0.03493486,0.060727973,6.03439e-05,0.036112748,0.53485817,4.8953563e-05,0.00012086953,0.041620307,0.032545965,5.2654785e-05,0.0343274
2020-1,0.00015246034,0.08036354,0.00034756903,8.9054825e-05,0.000216519,0.022804916,0.051013615,0.049940247,9.7864184e-05,0.39520895,0.042370386,0.03335657,0.02535196,0.00020081518,0.00021374588,8.5394175e-05,0.29818642
2020-2,0.012743541,0.1731511,0.046449546,0.00038414221,0.018189406,0.04662231,0.014378683,0.13174729,0.0068861023,0.12113021,0.10843485,0.011331734,0.03177971,0.0076726642,0.0059879147,0.008458185,0.2546526
2020-3,0.0071701123,0.13297087,0.020044822,2.184573e-05,0.08184717,0.048414096,0.020633094,0.08057189,0.004483733,0.012693757,0.021944335,0.017817527,0.007643458,4.9261278e-05,0.4003398,2.094775e-05,0.14333323
2020-4,5.797362e-05,0.2192555,0.03338699,3.386343e-05,0.03008724,0.069575034,0.013730697,0.41491985,3.7213227e-05,0.026706386,0.022899808,3.0188967e-05,0.074329995,0.006237337,8.127767e-05,0.009656756,0.07897387
2020-5,0.0072289915,0.19588913,0.029305186,2.6161752e-05,0.030420985,0.020085515,0.041084073,0.046706274,0.01067097,0.012543091,0.0143672805,0.023938788,0.064802244,0.4422202,6.279241e-05,0.0049374946,0.05571079
2020-6,5.027781e-05,0.09311079,0.016649026,2.9368171e-05,0.17634714,0.0474655,0.023733195,0.051338587,0.2917822,0.059394587,0.047362104,0.008200571,0.026479186,6.622409e-05,0.034035884,0.012326801,0.111628585
2020-7,4.442892e-05,0.13212278,0.12142769,2.5951731e-05,0.416816,0.052835938,0.03478482,0.059533775,0.011794578,0.023606427,0.030455444,2.3135752e-05,0.016913548,0.011356344,0.039707594,0.0036198585,0.0449317
2020-8,4.470529e-05,0.17619492,0.04319854,2.6113164e-05,0.044004384,0.040791146,3.193507e-05,0.11110454,0.41514558,0.03513492,0.008018102,2.3279668e-05,0.03616061,0.0068296576,6.267579e-05,2.503977e-05,0.08320382
2020-9,6.667016e-05,0.1173075,0.12013695,3.894324e-05,0.018256456,0.031683706,0.04232761,0.037672948,0.006191551,0.026540287,0.017975029,0.4390072,0.048355505,8.78155e-05,0.0058911247,0.008301586,0.08015918
2020-10,8.449532e-05,0.19144806,0.046320006,4.9355236e-05,0.00011999738,0.029292049,0.51106334,0.10436483,0.014730611,0.015217512,0.010987156,0.02728532,0.00010863832,0.000111294146,0.000118460484,4.732646e-05,0.048651557
2020-11,0.1397329,0.18028258,0.028606398,3.3282417e-05,0.024995277,0.076264665,0.048404094,0.18615425,0.0052654264,0.0074894144,0.047689755,0.080599025,7.325962e-05,0.010364622,0.09187263,0.004465248,0.067707226
2020-12,0.018414728,0.153546,0.34117332,2.5524383e-05,6.2057436e-05,0.06840979,0.07104907,0.04010914,0.014814684,0.03078533,4.91761e-05,0.13114166,0.027171679,0.039336327,0.014625957,0.004719379,0.044566154
2020-13,0.007444104,0.3070161,0.024773903,2.9084755e-05,7.0713766e-05,0.054525208,0.025996964,0.03890166,3.1961838e-05,0.014039772,0.012395012,0.42626598,0.0274864,6.5584994e-05,0.006472317,2.788921e-05,0.054457363
2020-14,0.0028105848,0.18324752,0.022859097,1.4245758e-05,0.040067054,0.52304983,0.02084068,0.036162067,0.007048916,1.8275705e-05,0.011174608,0.046961136,0.02087552,0.008002945,0.010994897,1.3660178e-05,0.06585898
2020-15,0.0001110794,0.50473607,0.03942221,6.4883476e-05,0.03775924,0.18533608,0.024025952,0.019743621,7.130179e-05,0.04378431,0.010700086,0.09682425,0.00014281832,0.036792535,0.00015573074,6.22164e-05,0.00026759322
2020-16,0.029892392,0.1745506,0.032151014,3.627619e-05,0.028664062,0.5030961,0.03726269,0.033069998,0.0045996485,4.6538273e-05,0.0050866925,0.1070411,0.04414965,8.18014e-05,8.7068685e-05,3.4785036e-05,0.00014961194
2020-17,0.00010620559,0.75686425,0.039752178,6.203659e-05,0.00015082957,0.026935494,0.04156121,0.035945483,0.023810241,7.9585974e-05,0.0001195217,0.06298301,0.011025836,0.00013989012,0.00014889779,5.9486545e-05,0.00025584764
2020-18,0.0879113,0.38796166,0.00018688942,4.7884325e-05,0.0466121,0.29820785,0.027193055,0.03538661,5.262107e-05,6.1430204e-05,9.225548e-05,0.08535411,0.017493626,0.0001079773,0.00011493006,0.013018215,0.00019746869
2020-19,8.197186e-05,0.36194673,0.037646856,4.7881236e-05,0.003912655,0.45156506,0.04353126,0.061834514,0.0108671,6.142624e-05,9.224953e-05,4.2685722e-05,0.014234987,0.000107970336,0.00011492265,4.591305e-05,0.013865808
2020-20,6.949822e-05,0.15061323,0.00015843779,4.059516e-05,0.012225887,0.17664488,0.029565174,0.06642829,4.461086e-05,0.03931708,0.007055842,0.47402245,0.008083381,9.154052e-05,0.028094029,0.007377693,0.00016742146
2020-21,0.0067812684,0.7042712,0.00018063976,4.6281486e-05,0.04042151,0.077774465,0.0504888,0.03226128,5.0859682e-05,0.023640357,0.009549453,0.010544613,0.014425833,0.011988006,0.000111083005,0.0071936604,0.010270677
2020-22,0.0051038493,0.58542985,0.0262183,3.822494e-05,0.02613377,0.14000279,0.032329094,0.00011097467,4.200618e-05,0.016497638,0.010049924,0.06485745,0.037655763,8.619577e-05,0.024393065,3.6653684e-05,0.03101444
2020-23,3.1707546e-05,0.5007804,0.022714728,1.8520946e-05,0.029731696,0.077367276,0.019904273,0.058453478,0.0021458587,0.006771147,0.011593804,0.0069519514,0.19662206,0.015465013,4.445325e-05,0.0083313035,0.043072384
2020-24,8.083598e-05,0.7750621,0.017485216,4.7217745e-05,0.00011480051,0.018503672,0.07991165,0.034634583,0.005431347,0.01458717,0.019844573,0.03373312,0.00010393339,0.00010647419,0.00011333018,4.5276833e-05,0.00019472947
2020-25,0.011532468,0.12469766,0.38610524,2.8299542e-05,0.03270598,0.103356786,0.03207543,0.09475041,3.1098953e-05,0.030431122,0.015575851,0.029945463,0.013632734,0.0063954587,0.020385412,0.004151493,0.09419911
2020-26,0.028849695,0.12575983,0.035887945,0.0066763978,0.02454528,0.00016347897,0.055202506,0.23341317,0.015890718,0.015757538,0.019347932,3.8509013e-05,0.03403042,9.740567e-05,0.00010367772,0.013046531,0.391189
2020-27,0.020210247,0.27981225,0.08858783,5.780706e-05,0.0001405463,0.00021877173,0.07403148,0.08102982,6.3525375e-05,0.13343824,0.000111372945,5.1534513e-05,0.013645657,0.03251627,0.00013874624,5.5430868e-05,0.27589047
2020-28,0.48686984,0.17964742,0.030653149,3.6000496e-05,0.031570632,0.027743967,0.04342531,0.006637649,0.004956971,0.028378354,6.935971e-05,0.027621377,0.02119239,0.03168043,0.023807535,0.0044528204,0.051256776
2020-29,0.0072617545,0.13121524,0.023589188,2.382446e-05,0.050694715,0.031146534,0.009363671,0.12868667,0.021824231,0.010842242,0.45209736,2.1239308e-05,0.040078405,0.008132467,0.034474492,2.2845143e-05,0.050525095
2020-30,3.4445937e-05,0.22575366,0.036529455,2.0120491e-05,0.045841627,0.04014139,0.38687968,0.08237061,0.010028003,0.006109974,0.02670178,1.7937251e-05,0.025820324,4.537093e-05,0.017880792,0.012085441,0.08373939
2020-31,0.0046769716,0.16183677,0.025198525,5.944195e-05,0.58505994,0.064344026,0.045968823,0.0089985235,6.532199e-05,7.625734e-05,0.03524026,5.2992003e-05,0.017366387,0.00013403929,0.018570285,5.6998553e-05,0.032294434
2020-32,3.7047503e-05,0.09980349,0.01549745,0.020846812,0.07955335,0.07257586,0.004157562,0.054900777,2.3780767e-05,0.022564257,0.011777411,0.048122227,0.031682838,0.008883123,0.025326569,0.0056612846,0.49858615
2020-33,9.1366666e-05,0.11496677,0.04685177,5.336891e-05,0.00012975582,0.00020197914,0.0707488,0.118746676,0.08407279,6.846631e-05,0.00010282226,0.00968157,0.013854768,0.00012034483,0.030231772,5.117515e-05,0.51002574
2020-34,5.5521792e-05,0.17334174,0.03427424,3.2431275e-05,0.08739511,0.024211483,0.07637112,0.04618727,0.0054857926,0.017458469,0.020951236,0.0033112813,0.39777905,7.3131276e-05,7.784027e-05,3.109817e-05,0.11296317
2020-35,4.7858382e-05,0.13893753,0.040035114,2.795494e-05,0.061675724,0.00010579887,0.054203905,0.061551284,3.072026e-05,0.010581537,0.015013518,0.04669492,0.29891402,0.021580776,0.14460619,0.0048038447,0.10118927
2020-36,0.108126186,0.42954043,0.053454958,3.785963e-05,0.14790659,0.038420353,0.06502006,0.00010991415,0.0071972646,0.023833623,7.2941584e-05,0.028049683,0.021493275,0.0052352073,9.0869195e-05,0.018004086,0.053406738
2020-37,0.012604544,0.14441508,0.074680746,0.0051080408,0.061639726,0.06338417,0.37103292,0.028358253,0.007679452,0.0319469,0.016345788,0.00994582,0.018098542,0.05461596,0.022485225,0.0038837844,0.07377505
2020-38,2.9992096e-05,0.072929285,0.030988565,0.028077576,0.059213363,0.49942014,0.033585437,0.04678562,0.017971676,0.014225031,0.016067564,1.5617972e-05,0.023320004,0.011570032,0.012198006,0.01700072,0.11660141
2020-39,3.3406515e-05,0.13531207,0.041917834,1.9513347e-05,0.44036478,0.029201476,0.07041557,0.10967834,0.0077580065,0.04359546,3.759504e-05,0.017013459,0.015679095,0.008503093,0.0044016354,1.8711238e-05,0.07604996
2020-40,4.4748056e-05,0.12439112,0.069135614,0.38823327,0.045857344,0.05421828,0.02357918,0.09392941,0.009508205,0.03638609,0.007124518,2.3301938e-05,5.7534e-05,5.894051e-05,0.032100867,2.506372e-05,0.115326494
2020-41,4.1911073e-05,0.096977,0.017758615,2.448101e-05,0.031096997,0.051573105,0.013220254,0.023447976,0.0032993262,0.03198033,0.018061409,0.018122237,0.59066695,5.5203738e-05,5.8758356e-05,0.0079593295,0.09565614
2020-42,3.7330134e-05,0.11092952,0.047114413,2.1805201e-05,0.085305445,0.37442538,0.012949065,0.07759492,0.002631334,0.02638002,4.20106e-05,1.9439154e-05,0.07769127,0.007238408,0.034382958,0.007726463,0.13551016
2020-43,0.006253439,0.14558212,0.05135418,2.2989889e-05,0.036229204,0.09834752,0.026950588,0.06295732,0.0066279666,0.023482326,0.0052815275,2.0495294e-05,0.05549266,0.35842562,0.0069052386,0.004500786,0.11156604
2020-44,0.00919413,0.15764561,0.06528974,0.033845,0.043330036,0.05721667,0.03250801,0.070494354,0.0056598787,0.013571933,0.017663298,0.010131464,0.035338566,0.020267354,0.014162743,0.30413702,0.10954418
2020-45,0.017228594,0.10380552,0.00012221193,3.1312906e-05,0.051324997,0.24645674,0.046281643,0.11565743,0.0043182606,4.0170937e-05,6.032845e-05,0.027068779,0.021833358,0.3155707,7.5156e-05,0.0061169765,0.04400776
2020-46,8.826101e-05,0.17785214,0.07040838,5.155484e-05,0.05053574,0.5389817,0.068921216,0.053658843,5.665468e-05,6.6139066e-05,9.932722e-05,4.596071e-05,0.00011347999,0.025858965,0.0001237399,4.943565e-05,0.013088477
2020-47,0.034242723,0.1678132,0.09451131,1.4142317e-05,0.38914412,0.038230143,0.05755062,0.052373227,0.0051429505,0.030997211,0.006622461,0.021447266,0.017610114,0.008696141,0.023988556,1.3560989e-05,0.051602263
2020-48,0.0055139414,0.5064782,0.033625532,0.005074186,0.044885617,0.056960337,0.015485824,0.099476516,0.014092954,0.021868072,0.018856192,0.0058795335,0.061301276,3.3021475e-05,0.009155923,0.005307475,0.09600538
2020-49,0.022689864,0.15539324,0.0102661075,2.0548063e-05,0.4758752,0.07226907,0.048092846,0.033160936,0.0031199977,0.011003377,0.014435268,0.020136256,0.0390752,0.0029461805,4.9318653e-05,0.0042489334,0.08721769
2020-50,0.00966189,0.13848497,0.062628135,2.1344036e-05,0.043148708,0.027589986,0.030402932,0.062985346,0.0031793911,0.0313284,0.007155995,1.902803e-05,0.0065418785,4.8129972e-05,0.47098762,0.003108696,0.10270755
2020-51,0.021876527,0.13605055,0.056552477,2.046072e-05,0.030729406,0.034280207,0.02023191,0.078023136,2.248471e-05,2.6248805e-05,3.9420283e-05,0.010826868,0.48901302,4.613814e-05,0.007351784,1.9619672e-05,0.11488968
2020-52,0.033438973,0.09655366,0.026818836,0.005242491,0.00010748923,0.059090536,0.026459262,0.34519127,0.010796506,5.671723e-05,0.0069443523,0.044656225,9.73142e-05,0.011504433,0.28564313,0.006069839,0.041328922
2020-53,0.01012637,0.07245999,0.03314655,4.065104e-05,0.38559833,0.025697013,0.026254585,0.28251928,0.016789466,0.013639595,0.014103581,0.010791095,0.025201125,9.1666516e-05,9.756902e-05,0.008003856,0.07543923
2021-1,0.027795669,0.08101626,0.074785,3.62152e-05,8.8050016e-05,0.03120298,0.046878517,0.58072907,0.013437702,0.009340675,0.020273065,3.228555e-05,0.032615226,0.017645754,0.010131866,3.4726552e-05,0.053956904
2021-2,0.017841151,0.120011,0.025432825,1.899505e-05,0.029756824,0.051410086,0.041673847,0.122487575,0.005278366,0.005483737,0.012654406,0.032785535,4.181097e-05,0.016133728,0.46822587,1.8214248e-05,0.050746076
2021-3,0.015905267,0.10812849,0.029349152,2.0854633e-05,5.0703868e-05,0.05431269,0.03962404,0.49109876,0.0022746925,0.08177889,0.0058544,0.025665408,0.03314347,0.010773202,0.028591307,0.004883522,0.068545096
2021-4,0.0007546077,0.0023311921,0.001720238,0.00044077993,0.0010716681,0.0016681361,0.085259944,0.14525475,0.00048438218,0.06937356,0.0008492208,0.00039295162,0.0009702231,0.0009939417,0.0010579425,0.6855589,0.0018175432
2021-5,0.00033233655,0.44057217,0.0007576617,0.00019412376,0.059768904,0.029113311,0.00023740347,0.00056357903,0.00021332661,0.02277688,0.0003740051,0.00017305971,0.36333677,0.00043774158,0.00046592814,0.027884161,0.05279865
2021-6,0.008166335,0.16268918,0.32195997,0.011208458,0.084904045,0.06672315,0.03750107,0.12429636,0.008948588,0.05010856,3.105937e-05,0.018732583,0.013898792,0.01362086,0.0410586,0.0025844516,0.03356798
2021-7,0.008758905,0.20962755,0.02919905,0.0043697995,5.6793557e-05,0.06591349,0.013640798,0.13243096,0.0050468687,0.015778866,0.020277701,2.0824653e-05,0.028915089,0.013932759,0.36676863,0.0064363214,0.07882558
2021-8,0.0035539984,0.08119889,0.21276607,0.011486833,0.02834549,0.082504496,0.18414201,0.13653558,0.01218243,0.034504436,4.4503362e-05,0.014945176,0.027174503,0.008511933,4.559766e-05,0.003959318,0.15809879
2021-9,0.014950581,0.20641908,0.09232592,2.3239782e-05,0.023058608,0.02140114,0.012127741,0.082451224,2.5538675e-05,0.01399608,4.477451e-05,2.0718071e-05,0.17879066,5.240481e-05,0.27383164,0.004421628,0.07605901
2021-10,5.1923707e-05,0.095134035,0.008729157,3.0329571e-05,7.374028e-05,0.36674365,0.025884142,0.31102583,0.004656079,3.890943e-05,5.843393e-05,0.029359331,0.05479148,0.0139449,0.02039325,2.9082858e-05,0.06905566
2021-11,1.8816003e-05,0.11517789,0.06661259,0.011197987,0.0020171995,0.20281859,0.03230543,0.15409698,0.0020686088,0.038001448,0.0047677,0.0053032576,0.017631883,0.01564758,0.22784404,0.0105175655,0.09397243
2021-12,0.008238486,0.1367182,0.07536973,0.0073269466,0.024509592,0.048452463,0.027655033,0.11207978,0.010282794,0.061267,0.07365662,0.013224793,0.015073151,0.28749207,0.0066769863,0.0070791175,0.08489725
2021-13,0.013133988,0.14293523,0.07011371,1.732902e-05,0.03710846,0.5045693,0.021015234,0.089289546,0.0076037426,0.01048468,3.3386645e-05,0.011272583,0.028517833,0.017380565,4.1592426e-05,1.66167e-05,0.046466235
2021-14,7.424111e-05,0.3946694,0.043974385,4.3365566e-05,0.0003936488,0.20603287,0.027363388,0.2692979,0.007071206,5.5633143e-05,0.0049146116,3.866004e-05,9.5454154e-05,0.0059807864,0.039773952,4.1583e-05,0.00017883987
2021-15,6.0476646e-05,0.15430643,0.00013787439,3.5325495e-05,0.01670376,0.5057563,0.013141959,0.15060458,3.881992e-05,4.5318637e-05,0.015187296,0.043508135,0.014619148,0.022529222,0.034483857,3.387342e-05,0.028807616
2021-16,0.018526234,0.28206065,0.052314565,4.0084167e-05,0.010445734,0.5338788,4.9020895e-05,0.029890722,4.404932e-05,0.020519529,7.722745e-05,3.57347e-05,0.010599231,9.038825e-05,0.022106094,0.006468663,0.012853236
2021-17,0.00012684263,0.22826752,0.0002891689,7.4091055e-05,0.00018013756,0.060935125,0.016184881,0.38551822,8.142019e-05,9.505049e-05,0.00014274621,0.23836263,0.048390046,0.020797675,0.00017783043,7.10455e-05,0.0003055347
2021-18,0.022200268,0.092261046,0.020799061,6.139361e-05,0.016932478,0.062086504,0.037503444,0.114605576,6.746671e-05,0.13825226,0.000118282915,5.4731892e-05,0.048304003,0.00013844023,0.41249117,0.009703777,0.024420118
2021-19,5.40824e-05,0.09275402,0.044570602,0.01464115,0.03666907,0.04204246,0.015327894,0.037346277,0.009706209,0.6279723,0.01941197,0.0051810807,6.953546e-05,0.0040541734,0.0073991017,3.0291958e-05,0.04276982
2021-20,7.6776334e-05,0.15252873,0.022699207,4.4846438e-05,0.000109035136,0.44046146,0.025835004,0.21600203,0.015100862,5.7532936e-05,0.009758491,0.03845871,0.0076839905,0.01766722,0.018018465,4.3002998e-05,0.03545467
